Label,Group,Group2,Timepoint,Cage,Cage.Treat,Pheno.Treat,Cage.Pheno,Sex,Rep,Fly Count,16,20,24,40,44,48,64,68,72,88,92,96,112,116,120,136,140,144,160,164,168,184,188,192,Mean.SRf
T3-A6-F2,3-aa,3-A6-aa,3,A6,a,a,aa,F,2,10,,,,,,3,6,6,7,10,,,,,,,,,,,,,,,67.2
T3-A6-F3,3-aa,3-A6-aa,3,A6,a,a,aa,F,3,10,,,,1,5,7,9,9,9,10,,,,,,,,,,,,,,,52.8
T3-B1-F1,3-bb,3-B1-bb,3,B1,b,b,bb,F,1,10,,,,5,5,8,9,10,,,,,,,,,,,,,,,,,47.6
T3-B1-F2,3-bb,3-B1-bb,3,B1,b,b,bb,F,2,10,,,,4,6,8,10,,,,,,,,,,,,,,,,,,47.2
T3-B1-F3,3-bb,3-B1-bb,3,B1,b,b,bb,F,3,10,,,,4,7,8,10,,,,,,,,,,,,,,,,,,46.8
T3-B2-F1,3-bb,3-B2-bb,3,B2,b,b,bb,F,1,10,,,,2,5,6,9,9,10,,,,,,,,,,,,,,,,52.4
T3-B2-F2,3-bb,3-B2-bb,3,B2,b,b,bb,F,2,10,,,,2,2,5,9,10,,,,,,,,,,,,,,,,,54.8
T3-B2-F3,3-bb,3-B2-bb,3,B2,b,b,bb,F,3,10,,,,3,3,4,9,10,,,,,,,,,,,,,,,,,55.6
T3-B3-F1,3-bb,3-B3-bb,3,B3,b,b,bb,F,1,10,,,,4,5,7,9,9,9,9,9,9,10,,,,,,,,,,,,54
T3-B3-F2,3-bb,3-B3-bb,3,B3,b,b,bb,F,2,10,,,,3,3,7,10,,,,,,,,,,,,,,,,,,50.4
T3-B3-F3,3-bb,3-B3-bb,3,B3,b,b,bb,F,3,10,,,,3,5,5,10,,,,,,,,,,,,,,,,,,52.8
T3-B4-F1,3-bb,3-B4-bb,3,B4,b,b,bb,F,1,10,,,,2,4,8,10,,,,,,,,,,,,,,,,,,48.8
T3-B4-F2,3-bb,3-B4-bb,3,B4,b,b,bb,F,2,10,,,,3,6,8,10,,,,,,,,,,,,,,,,,,47.6
T3-B4-F3,3-bb,3-B4-bb,3,B4,b,b,bb,F,3,10,,,,4,5,6,10,,,,,,,,,,,,,,,,,,50.8
T3-B5-F1,3-bb,3-B5-bb,3,B5,b,b,bb,F,1,10,,,,4,6,10,,,,,,,,,,,,,,,,,,,44
T3-B5-F2,3-bb,3-B5-bb,3,B5,b,b,bb,F,2,10,,,,7,9,9,10,,,,,,,,,,,,,,,,,,43.2
T3-B5-F3,3-bb,3-B5-bb,3,B5,b,b,bb,F,3,10,,,,4,8,8,10,,,,,,,,,,,,,,,,,,46.4
T3-B6-F1,3-bb,3-B6-bb,3,B6,b,b,bb,F,1,10,,,,3,5,7,9,9,10,,,,,,,,,,,,,,,,50.4
T3-B6-F2,3-bb,3-B6-bb,3,B6,b,b,bb,F,2,10,,,,3,3,5,10,,,,,,,,,,,,,,,,,,53.6
T3-B6-F3,3-bb,3-B6-bb,3,B6,b,b,bb,F,3,10,,,,1,3,7,9,9,10,,,,,,,,,,,,,,,,52
T4-A1-aF1,4-aa,4-A1-aa,4,A1,a,a,aa,F,1,10,,,1,3,4,6,7,9,9,10,,,,,,,,,,,,,,,53.2
T4-A1-aF2,4-aa,4-A1-aa,4,A1,a,a,aa,F,2,10,,4,4,7,7,8,9,10,,,,,,,,,,,,,,,,,38
T4-A1-aF3,4-aa,4-A1-aa,4,A1,a,a,aa,F,3,10,2,3,4,7,7,7,10,,,,,,,,,,,,,,,,,,35.6
T4-A1-bF1,4-ab,4-A1-ab,4,A1,a,b,ab,F,1,10,1,2,2,5,6,7,8,8,8,8,8,9,10,,,,,,,,,,,,50.4
T4-A1-bF2,4-ab,4-A1-ab,4,A1,a,b,ab,F,2,10,1,1,2,5,7,7,8,8,8,9,9,9,9,9,9,10,,,,,,,,,52
T4-A1-bF3,4-ab,4-A1-ab,4,A1,a,b,ab,F,3,10,,1,1,1,1,2,6,7,7,7,7,9,10,,,,,,,,,,,,69.6
T4-A2-aF1,4-aa,4-A2-aa,4,A2,a,a,aa,F,1,10,1,2,3,4,5,7,8,8,8,9,9,9,10,,,,,,,,,,,,48.8
T4-A2-aF2,4-aa,4-A2-aa,4,A2,a,a,aa,F,2,10,3,6,7,9,9,9,9,9,9,9,9,9,9,9,9,10,,,,,,,,,30
T4-A2-aF3,4-aa,4-A2-aa,4,A2,a,a,aa,F,3,10,5,6,7,7,7,7,7,7,7,7,7,7,9,9,10,,,,,,,,,,38.8
T4-A2-bF1,4-ab,4-A2-ab,4,A2,a,b,ab,F,1,10,4,4,4,9,9,9,9,9,9,10,,,,,,,,,,,,,,,28.8
T4-A2-bF2,4-ab,4-A2-ab,4,A2,a,b,ab,F,2,10,1,2,4,9,9,10,,,,,,,,,,,,,,,,,,,31.6
T4-A2-bF3,4-ab,4-A2-ab,4,A2,a,b,ab,F,3,10,3,3,4,7,8,9,10,,,,,,,,,,,,,,,,,,30
T4-A3-aF1,4-aa,4-A3-aa,4,A3,a,a,aa,F,1,10,2,2,2,3,4,4,4,4,4,4,5,6,8,7,9,10,,,,,,,,,87.2
T4-A3-aF2,4-aa,4-A3-aa,4,A3,a,a,aa,F,2,10,3,3,3,3,3,5,6,6,7,8,8,8,9,9,9,10,,,,,,,,,56.8
T4-A3-aF3,4-aa,4-A3-aa,4,A3,a,a,aa,F,3,10,1,1,2,2,3,3,4,4,5,6,6,7,9,9,9,,,,,,,,,,61.2
T4-A3-bF1,4-ab,4-A3-ab,4,A3,a,b,ab,F,1,10,2,2,2,6,6,6,9,9,10,,,,,,,,,,,,,,,,42.4
T4-A3-bF2,4-ab,4-A3-ab,4,A3,a,b,ab,F,2,10,2,2,3,5,5,6,8,8,9,9,9,10,,,,,,,,,,,,,44.8
T4-A3-bF3,4-ab,4-A3-ab,4,A3,a,b,ab,F,3,10,5,5,5,9,10,10,,,,,,,,,,,,,,,,,,,20.4
T4-A4-aF1,4-aa,4-A4-aa,4,A4,a,a,aa,F,1,10,1,1,1,3,3,3,6,6,6,6,6,7,10,,,,,,,,,,,,70.4
T4-A4-aF2,4-aa,4-A4-aa,4,A4,a,a,aa,F,2,10,1,1,3,3,4,6,8,9,9,9,10,,,,,,,,,,,,,,47.6
T4-A4-aF3,4-aa,4-A4-aa,4,A4,a,a,aa,F,3,10,1,1,1,3,3,3,6,6,8,8,9,9,10,,,,,,,,,,,,62
T4-A4-bF1,4-ab,4-A4-ab,4,A4,a,b,ab,F,1,10,3,3,3,6,6,9,10,,,,,,,,,,,,,,,,,,32.8
T4-A4-bF2,4-ab,4-A4-ab,4,A4,a,b,ab,F,2,10,1,1,4,8,9,9,9,10,,,,,,,,,,,,,,,,,34.4
T4-A4-bF3,4-ab,4-A4-ab,4,A4,a,b,ab,F,3,10,1,1,2,5,7,7,9,9,9,9,9,9,9,9,9,9,9,9,10,,,,,,52
T4-A5-aF1,4-aa,4-A5-aa,4,A5,a,a,aa,F,1,10,,,,1,2,3,6,6,7,8,8,9,10,,,,,,,,,,,,69.2
T4-A5-aF2,4-aa,4-A5-aa,4,A5,a,a,aa,F,2,10,,,,,,,3,3,3,4,5,5,5,5,7,10,,,,,,,,,102
T4-A5-aF3,4-aa,4-A5-aa,4,A5,a,a,aa,F,3,10,,,,3,3,4,6,6,7,8,8,8,9,9,9,9,9,9,10,,,,,,72.8
T4-A5-bF1,4-ab,4-A5-ab,4,A5,a,b,ab,F,1,10,1,2,4,10,,,,,,,,,,,,,,,,,,,,,30.8
T4-A5-bF2,4-ab,4-A5-ab,4,A5,a,b,ab,F,2,10,,2,3,8,9,9,10,,,,,,,,,,,,,,,,,,37.2
T4-A5-bF3,4-ab,4-A5-ab,4,A5,a,b,ab,F,3,10,2,2,2,7,7,8,10,,,,,,,,,,,,,,,,,,37.6
T4-A6-aF1,4-aa,4-A6-aa,4,A6,a,a,aa,F,1,10,,,,,1,1,4,5,6,7,7,7,10,,,,,,,,,,,,80
T4-A6-aF2,4-aa,4-A6-aa,4,A6,a,a,aa,F,2,10,,,,,,,3,5,6,8,8,8,10,,,,,,,,,,,,80
T4-A6-aF3,4-aa,4-A6-aa,4,A6,a,a,aa,F,3,10,,1,1,2,3,3,5,7,7,9,9,9,10,,,,,,,,,,,,65.6
T4-A6-bF1,4-ab,4-A6-ab,4,A6,a,b,ab,F,1,10,,,,1,1,3,6,6,7,10,,,,,,,,,,,,,,,66.4
T4-A6-bF2,4-ab,4-A6-ab,4,A6,a,b,ab,F,2,10,0,0,0,0,4,5,6,6,7,7,9,9,9,9,10,,,,,,,,,,66.4
T4-A6-bF3,4-ab,4-A6-ab,4,A6,a,b,ab,F,3,10,,,,0,0,1,7,7,8,9,9,10,,,,,,,,,,,,,68.8
T4-B1-aF1,4-ba,4-B1-ba,4,B1,b,a,ba,F,1,10,1,2,3,4,5,5,6,6,8,8,8,8,8,8,8,8,8,8,9,9,9,10,,,68
T4-B1-aF2,4-ba,4-B1-ba,4,B1,b,a,ba,F,2,10,4,4,5,6,6,6,7,7,7,7,7,7,8,7,7,8,8,9,10,,,,,,68
T4-B1-aF3,4-ba,4-B1-ba,4,B1,b,a,ba,F,3,10,3,3,5,7,7,7,7,7,7,7,8,8,9,9,9,9,10,,,,,,,,47.2
T4-B1-bF1,4-bb,4-B1-bb,4,B1,b,b,bb,F,1,10,1,2,3,6,7,8,10,,,,,,,,,,,,,,,,,,38.4
T4-B1-bF2,4-bb,4-B1-bb,4,B1,b,b,bb,F,2,10,,1,4,8,8,8,8,8,8,10,,,,,,,,,,,,,,,42.8
T4-B1-bF3,4-bb,4-B1-bb,4,B1,b,b,bb,F,3,10,4,4,4,6,6,6,8,9,9,10,,,,,,,,,,,,,,,36.4
T4-B2-aF1,4-ba,4-B2-ba,4,B2,b,a,ba,F,1,10,1,2,2,4,4,5,6,6,7,8,8,9,10,,,,,,,,,,,,58
T4-B2-aF2,4-ba,4-B2-ba,4,B2,b,a,ba,F,2,10,1,2,2,3,3,3,5,5,5,6,7,7,8,8,9,10,,,,,,,,,73.6
T4-B2-aF3,4-ba,4-B2-ba,4,B2,b,a,ba,F,3,10,1,2,2,2,2,2,4,5,5,6,6,7,10,,,,,,,,,,,,73.6
T4-B2-bF1,4-bb,4-B2-bb,4,B2,b,b,bb,F,1,10,1,1,1,3,3,5,7,8,8,8,8,8,8,9,9,10,,,,,,,,,62.4
T4-B2-bF2,4-bb,4-B2-bb,4,B2,b,b,bb,F,2,10,,,,4,4,5,8,8,8,9,9,10,,,,,,,,,,,,,58.4
T4-B2-bF3,4-bb,4-B2-bb,4,B2,b,b,bb,F,3,10,1,2,3,5,5,5,8,9,10,,,,,,,,,,,,,,,,45.6
T4-B3-aF1,4-ba,4-B3-ba,4,B3,b,a,ba,F,1,10,1,4,5,6,6,6,8,9,9,10,,,,,,,,,,,,,,,40.8
T4-B3-aF2,4-ba,4-B3-ba,4,B3,b,a,ba,F,2,10,,,2,2,3,3,3,4,6,6,7,7,9,9,10,,,,,,,,,,74
T4-B3-aF3,4-ba,4-B3-ba,4,B3,b,a,ba,F,3,10,4,4,5,6,6,6,7,7,7,9,10,,,,,,,,,,,,,,39.6
T4-B3-bF1,4-bb,4-B3-bb,4,B3,b,b,bb,F,1,10,4,4,5,8,9,9,9,9,9,9,9,10,,,,,,,,,,,,,28.4
T4-B3-bF2,4-bb,4-B3-bb,4,B3,b,b,bb,F,2,10,2,3,5,7,8,10,,,,,,,,,,,,,,,,,,,28.8
T4-B3-bF3,4-bb,4-B3-bb,4,B3,b,b,bb,F,3,10,,1,1,2,2,2,7,8,9,10,,,,,,,,,,,,,,,60.8
T4-B4-aF1,4-ba,4-B4-ba,4,B4,b,a,ba,F,1,10,,1,1,3,3,3,6,6,6,7,7,7,8,8,8,9,9,9,10,,,,,,78.8
T4-B4-aF2,4-ba,4-B4-ba,4,B4,b,a,ba,F,2,10,,1,2,3,3,3,3,4,5,7,7,7,9,9,10,,,,,,,,,,74.4
T4-B4-aF3,4-ba,4-B4-ba,4,B4,b,a,ba,F,3,10,,,,2,2,2,3,5,6,6,6,7,9,9,10,,,,,,,,,,79.2
T4-B4-bF1,4-bb,4-B4-bb,4,B4,b,b,bb,F,1,10,1,1,1,6,6,8,9,9,9,9,9,10,,,,,,,,,,,,,45.6
T4-B4-bF2,4-bb,4-B4-bb,4,B4,b,b,bb,F,2,10,2,2,3,5,7,7,10,,,,,,,,,,,,,,,,,,38.4
T4-B4-bF3,4-bb,4-B4-bb,4,B4,b,b,bb,F,3,10,2,2,2,4,4,4,8,9,9,10,,,,,,,,,,,,,,,49.2
T4-B5-aF1,4-ba,4-B5-ba,4,B5,b,a,ba,F,1,10,2,3,5,5,5,5,6,6,6,6,6,7,9,9,9,9,9,9,9,9,9,10,,,63.6
T4-B5-aF2,4-ba,4-B5-ba,4,B5,b,a,ba,F,2,10,2,2,5,5,5,5,5,5,7,7,7,9,10,,,,,,,,,,,,52
T4-B5-aF3,4-ba,4-B5-ba,4,B5,b,a,ba,F,3,10,1,1,1,3,4,4,8,8,8,9,9,10,,,,,,,,,,,,,56.4
T4-B5-bF1,4-bb,4-B5-bb,4,B5,b,b,bb,F,1,10,2,5,7,10,,,,,,,,,,,,,,,,,,,,,22.8
T4-B5-bF2,4-bb,4-B5-bb,4,B5,b,b,bb,F,2,10,2,2,3,6,6,7,9,10,,,,,,,,,,,,,,,,,38.8
T4-B5-bF3,4-bb,4-B5-bb,4,B5,b,b,bb,F,3,10,3,3,4,5,5,7,9,9,9,9,9,9,10,,,,,,,,,,,,40
T4-B6-aF1,4-ba,4-B6-ba,4,B6,b,a,ba,F,1,10,,,,1,1,1,2,2,3,5,5,7,10,10,11,,,,,,,,,,100
T4-B6-aF2,4-ba,4-B6-ba,4,B6,b,a,ba,F,2,10,,,,1,1,2,7,7,7,8,8,9,9,10,,,,,,,,,,,70.8
T4-B6-aF3,4-ba,4-B6-ba,4,B6,b,a,ba,F,3,10,,,,,,,2,2,2,4,4,5,8,9,9,,,,,,,,,,85.2
T4-B6-bF1,4-bb,4-B6-bb,4,B6,b,b,bb,F,1,10,,,,,,,4,6,6,9,9,9,10,,,,,,,,,,,,76.8
T4-B6-bF2,4-bb,4-B6-bb,4,B6,b,b,bb,F,2,10,,,,1,2,3,8,8,8,9,9,9,9,10,,,,,,,,,,,65.6
T4-B6-bF3,4-bb,4-B6-bb,4,B6,b,b,bb,F,3,10,,,,1,2,2,8,8,8,8,8,10,,,,,,,,,,,,,66
A1-Fa1,5-aa,5-A1-aa,5,A1,a,a,aa,F,1,10,,,,0,0,0,1,2,4,7,8,8,9,,,,,,,,,,,,74.4
A1-Fa2,5-aa,5-A1-aa,5,A1,a,a,aa,F,2,10,,,,0,0,0,1,2,3,6,7,9,10,,,,,,,,,,,,86.4
A1-Fa3,5-aa,5-A1-aa,5,A1,a,a,aa,F,3,10,,,,0,1,1,1,2,2,5,7,7,9,,,,,,,,,,,,78.4
A2-Fa1,5-aa,5-A2-aa,5,A2,a,a,aa,F,1,10,,,,1,2,2,4,4,4,9,9,9,10,,,,,,,,,,,,76.4
A2-Fa2,5-aa,5-A2-aa,5,A2,a,a,aa,F,2,10,,,,0,2,4,4,4,4,10,,,,,,,,,,,,,,,71.2
A2-Fa3,5-aa,5-A2-aa,5,A2,a,a,aa,F,3,10,,,,1,4,4,5,5,5,6,7,9,9,,,,,,,,,,,,60.8
A3-Fa1,5-aa,5-A3-aa,5,A3,a,a,aa,F,1,10,,,,2,5,6,8,8,8,9,9,9,9,,,,,,,,,,,,47.6
A3-Fa2,5-aa,5-A3-aa,5,A3,a,a,aa,F,2,10,,,,2,5,7,9,9,9,9,9,9,10,,,,,,,,,,,,54.8
A3-Fa3,5-aa,5-A3-aa,5,A3,a,a,aa,F,3,10,,,,1,3,4,8,8,8,9,9,10,,,,,,,,,,,,,61.6
A4-Fa1,5-aa,5-A4-aa,5,A4,a,a,aa,F,1,10,,,,2,6,7,10,,,,,,,,,,,,,,,,,,49.6
A4-Fa2,5-aa,5-A4-aa,5,A4,a,a,aa,F,2,10,,,,3,7,7,10,,,,,,,,,,,,,,,,,,48.8
A4-Fa3,5-aa,5-A4-aa,5,A4,a,a,aa,F,3,10,,,,1,2,7,7,8,8,8,8,8,10,,,,,,,,,,,,61.6
A5-Fa1,5-aa,5-A5-aa,5,A5,a,a,aa,F,1,10,,,,1,2,2,7,8,8,8,8,8,9,,,,,,,,,,,,58.4
A5-Fa2,5-aa,5-A5-aa,5,A5,a,a,aa,F,2,10,,,,2,5,6,8,9,9,10,,,,,,,,,,,,,,,54.4
A5-Fa3,5-aa,5-A5-aa,5,A5,a,a,aa,F,3,10,,,,4,7,7,8,8,8,10,,,,,,,,,,,,,,,53.2
A6-Fa1,5-aa,5-A6-aa,5,A6,a,a,aa,F,1,10,,,,2,6,7,10,,,,,,,,,,,,,,,,,,49.6
A6-Fa2,5-aa,5-A6-aa,5,A6,a,a,aa,F,2,10,,,,3,8,8,10,,,,,,,,,,,,,,,,,,46.8
A6-Fa3,5-aa,5-A6-aa,5,A6,a,a,aa,F,3,10,,,,5,9,9,10,,,,,,,,,,,,,,,,,,44
B1-Fb1,5-bb,5-B1-bb,5,B1,b,b,bb,F,1,10,,,,3,7,8,10,,,,,,,,,,,,,,,,,,47.2
B1-Fb2,5-bb,5-B1-bb,5,B1,b,b,bb,F,2,10,,,1,4,9,9,10,,,,,,,,,,,,,,,,,,42.8
B1-Fb3,5-bb,5-B1-bb,5,B1,b,b,bb,F,3,10,,,,7,10,10,,,,,,,,,,,,,,,,,,,41.2
B2-Fb1,5-bb,5-B2-bb,5,B2,b,b,bb,F,1,10,,,,4,9,9,10,,,,,,,,,,,,,,,,,,44.4
B2-Fb2,5-bb,5-B2-bb,5,B2,b,b,bb,F,2,10,,,,3,5,6,9,9,9,10,,,,,,,,,,,,,,,53.6
B2-Fb3,5-bb,5-B2-bb,5,B2,b,b,bb,F,3,10,,,,4,7,7,10,,,,,,,,,,,,,,,,,,48.4
B3-Fb1,5-bb,5-B3-bb,5,B3,b,b,bb,F,1,10,,,,4,7,8,10,,,,,,,,,,,,,,,,,,46.8
B3-Fb2,5-bb,5-B3-bb,5,B3,b,b,bb,F,2,10,,,,3,5,5,8,8,8,10,,,,,,,,,,,,,,,57.6
B3-Fb3,5-bb,5-B3-bb,5,B3,b,b,bb,F,3,10,,,,2,4,5,7,10,,,,,,,,,,,,,,,,,54.8
B4-Fb1,5-bb,5-B4-bb,5,B4,b,b,bb,F,1,10,,,,3,8,8,10,,,,,,,,,,,,,,,,,,46.8
B4-Fb2,5-bb,5-B4-bb,5,B4,b,b,bb,F,2,10,,,,2,7,7,10,,,,,,,,,,,,,,,,,,49.2
B4-Fb3,5-bb,5-B4-bb,5,B4,b,b,bb,F,3,10,,,,0,2,2,5,7,7,10,,,,,,,,,,,,,,,68
B5-Fb1,5-bb,5-B5-bb,5,B5,b,b,bb,F,1,10,,,,1,5,6,7,7,7,10,,,,,,,,,,,,,,,59.2
B5-Fb2,5-bb,5-B5-bb,5,B5,b,b,bb,F,2,10,,,,2,5,5,9,9,9,9,9,9,10,,,,,,,,,,,,58
B5-Fb3,5-bb,5-B5-bb,5,B5,b,b,bb,F,3,10,,,,1,6,7,10,,,,,,,,,,,,,,,,,,50
B6-Fb1,5-bb,5-B6-bb,5,B6,b,b,bb,F,1,10,,,,4,9,9,10,,,,,,,,,,,,,,,,,,44.4
B6-Fb2,5-bb,5-B6-bb,5,B6,b,b,bb,F,2,10,,,,4,10,10,,,,,,,,,,,,,,,,,,,42.4
B6-Fb3,5-bb,5-B6-bb,5,B6,b,b,bb,F,3,10,,,,3,9,9,10,,,,,,,,,,,,,,,,,,44.8
